L1_ItemNumber,L1_ItemDescription,L1_ItemType,L1_LotNumber,L1_Job,L1_JobStatus,L2_Quantity,L2_ItemNumber,L2_ItemDescription,L2_ItemType,L2_LotNumber,L2_Job,L2_JobStatus,L3_Quantity,L3_ItemNumber,L3_ItemDescription,L3_ItemType,L3_LotNumber,L3_Job,L3_JobStatus,L4_Quantity,L4_ItemNumber,L4_ItemDescription,L4_ItemType,L4_LotNumber,L4_Job,L4_JobStatus,L5_Quantity,L5_ItemNumber,L5_ItemDescription,L5_ItemType,L5_LotNumber
MZ441ELE73,Ardea golieth,Finished Good,YTCHS7G,YTCHS7G,Complete,97,MU581HY914,Cereopsis novaehollandiae,Sub Assembly,7NZWL8Z,5RYHN69,Closed,37,WM417NWVWW,Vombatus ursinus,Sub Assembly,5RYHN69,YEQ7BP9,Complete,5,PV279IIHEN,Bugeranus caruncalatus,Sub Assembly,YEQ7BP9,QTXT0EQ,Complete,92,VN307Z2ZWB,unavailable,Raw Material,QTXT0EQ
VG5951YMIZ,Phalacrocorax carbo,Finished Good,SZU9U5C,SZU9U5C,Released,6,ZT17074KDS,Neophron percnopterus,Sub Assembly,DTBGDCP,15NFY2J,Released,75,YQ530V4QMY,Terrapene carolina,Sub Assembly,15NFY2J,7MWQKQL,Released,11,ZI902K0R6A,Dasypus novemcinctus,Sub Assembly,7MWQKQL,TI0YG0S,Closed,51,BD654KWZ3Z,Aegypius occipitalis,Raw Material,TI0YG0S
UL669134MZ,unavailable,Finished Good,CAZSOY4,CAZSOY4,Complete,92,HI221W99HA,Manouria emys,Sub Assembly,MH9IQVW,H9IU22E,Released,48,MG684CDYQL,Papio ursinus,Sub Assembly,H9IU22E,D15ANEO,Unreleased,51,XQ499IH2LJ,Nyctereutes procyonoides,Sub Assembly,D15ANEO,ZNSC7CP,Closed,41,GX981FXMAE,Oryx gazella,Raw Material,ZNSC7CP
IZ767GIG18,Eunectes sp.,Finished Good,GOHB8NG,GOHB8NG,Closed,61,TW138D0O1G,Toxostoma curvirostre,Sub Assembly,706LOH2,G24S10F,Complete,70,SD943E74A0,Castor canadensis,Sub Assembly,G24S10F,EOODVKO,Closed,34,VO808TKLJN,Ploceus intermedius,Sub Assembly,EOODVKO,686CI6M,Unreleased,8,LR574LC6FK,Elephas maximus bengalensis,Raw Material,686CI6M
XX842ECD1B,Eumetopias jubatus,Finished Good,V6OA30N,V6OA30N,Released,5,AN397S5RSI,Phalaropus fulicarius,Sub Assembly,TAW39WP,7QSIPEH,Complete,65,QX118174TB,Dusicyon thous,Sub Assembly,7QSIPEH,D8DLDXR,Released,75,JS447S4240,Merops nubicus,Sub Assembly,D8DLDXR,0MIDDS8,Complete,81,HJ448704FM,Equus hemionus,Raw Material,0MIDDS8
MZ441ELE73,Ardea golieth,Finished Good,48ND9VR,48ND9VR,Released,80,QV741IG248,Haliaetus vocifer,Sub Assembly,584O6PU,3PXAN1Z,Complete,49,FI450JPZCV,Macropus eugenii,Sub Assembly,3PXAN1Z,HLGTMOF,Released,97,KT5649IX0K,Melanerpes erythrocephalus,Sub Assembly,HLGTMOF,9ST80IY,Unreleased,25,FM315DJOHR,Phoeniconaias minor,Raw Material,9ST80IY
VG5951YMIZ,Phalacrocorax carbo,Finished Good,DRL1BU4,DRL1BU4,Closed,30,IN009KUD12,Francolinus swainsonii,Sub Assembly,VIO4D1K,YUW6G0P,Unreleased,39,HE967K2P62,Felis wiedi or Leopardus weidi,Sub Assembly,YUW6G0P,GYHGIYE,Unreleased,14,HW8669ZL26,Tiliqua scincoides,Sub Assembly,GYHGIYE,IXE7OQS,Complete,47,MD273V75IO,Dicrostonyx groenlandicus,Raw Material,IXE7OQS
UL669134MZ,unavailable,Finished Good,SYV7HVG,SYV7HVG,Complete,92,GV32235T5I,Helogale undulata,Sub Assembly,B590MHU,7TVVZ9M,Released,65,UC95605J9C,Macropus robustus,Sub Assembly,7TVVZ9M,ELVJQ9P,Released,66,OF8838RXU6,Gopherus agassizii,Sub Assembly,ELVJQ9P,63ZQXBU,Unreleased,38,ZC15446R53,Meles meles,Raw Material,63ZQXBU
IZ767GIG18,Eunectes sp.,Finished Good,ULZ7RGE,ULZ7RGE,Complete,68,UJ1902SZ74,Sula nebouxii,Sub Assembly,9QNC9XH,2X1LN60,Complete,89,JU321C82FC,Pycnonotus barbatus,Sub Assembly,2X1LN60,TS957J0,Released,45,HB61332REX,Terathopius ecaudatus,Sub Assembly,TS957J0,C6KZDTB,Released,27,YE031UCW5J,Acrantophis madagascariensis,Raw Material,C6KZDTB
XX842ECD1B,Eumetopias jubatus,Finished Good,UHAVZ08,UHAVZ08,Unreleased,67,AT0971JPEB,Ramphastos tucanus,Sub Assembly,CDW215F,TNPVYLW,Complete,40,ET674G0JJH,Casmerodius albus,Sub Assembly,TNPVYLW,JIUWQMR,Unreleased,89,ET741BRX0E,Connochaetus taurinus,Sub Assembly,JIUWQMR,LTKXU9M,Complete,66,WJ669K1MDA,Callipepla gambelii,Raw Material,LTKXU9M
MZ441ELE73,Ardea golieth,Finished Good,DJWN8YU,DJWN8YU,Complete,12,ZO213ADVAL,Eubalaena australis,Sub Assembly,PQYFCCX,ULZK6I7,Released,62,QW9998X5WK,Myotis lucifugus,Sub Assembly,ULZK6I7,SOOSTY3,Closed,47,AQ3654OA5T,Anthropoides paradisea,Sub Assembly,SOOSTY3,UUZRA9N,Released,88,NA93360UHT,Macropus robustus,Raw Material,UUZRA9N
ItemNumber,ItemDescription,Finished Good,NDAWHZR,NDAWHZR,Complete,81,FU119WGN5I,Cynictis penicillata,Sub Assembly,ZF6DB9D,QOQ5H66,Closed,11,TK143QJ0LV,Trachyphonus vaillantii,Sub Assembly,QOQ5H66,Z8ABS9C,Released,6,PX7605QFQO,Sarkidornis melanotos,Sub Assembly,Z8ABS9C,VDX0SY6,Complete,53,PG8916X5K9,Morelia spilotes variegata,Raw Material,VDX0SY6
UL669134MZ,unavailable,Finished Good,SODYLI9,SODYLI9,Unreleased,74,GN1077TGK9,Boa constrictor mexicana,Sub Assembly,HP5GAFL,VRMHXNU,Closed,9,UA700ZHN5F,Buteo regalis,Sub Assembly,VRMHXNU,E6X10SH,Unreleased,46,WV659L4OI2,Acrobates pygmaeus,Sub Assembly,E6X10SH,BK87UQF,Complete,23,JK3937Y0QB,Motacilla aguimp,Raw Material,BK87UQF
IZ767GIG18,Eunectes sp.,Finished Good,T7ZMEM7,T7ZMEM7,Unreleased,55,NL479YC3PM,Macropus agilis,Sub Assembly,31JJY10,YJHA5M4,Complete,20,TR202OHRJ8,Zosterops pallidus,Sub Assembly,YJHA5M4,DXYACM4,Closed,44,WC0434KYW0,Gymnorhina tibicen,Sub Assembly,DXYACM4,PTQW50W,Complete,2,ZD804YLNJE,Podargus strigoides,Raw Material,PTQW50W
XX842ECD1B,Eumetopias jubatus,Finished Good,HSRP2ZE,HSRP2ZE,Unreleased,36,IX83928QKZ,Genetta genetta,Sub Assembly,KUVNKQY,F65QH0E,Complete,71,RY8076ADQX,Laniarius ferrugineus,Sub Assembly,F65QH0E,4UQ52GO,Complete,97,OY783V5VB2,Gymnorhina tibicen,Sub Assembly,4UQ52GO,J7KFFAN,Closed,12,OS510M8K56,Calyptorhynchus magnificus,Raw Material,J7KFFAN
MZ441ELE73,Ardea golieth,Finished Good,TRQENEF,TRQENEF,Complete,58,MU581HY914,Cereopsis novaehollandiae,Sub Assembly,KE3EOEN,YWMQMRN,Closed,97,ZF254JDBWA,Papio cynocephalus,Sub Assembly,YWMQMRN,P6UT0D1,Unreleased,49,GY17140GPM,Sarkidornis melanotos,Sub Assembly,P6UT0D1,OL6LQ28,Unreleased,97,WX873IVO7E,Ninox superciliaris,Raw Material,OL6LQ28
VG5951YMIZ,Phalacrocorax carbo,Finished Good,8OQDEUG,8OQDEUG,Closed,62,ZT17074KDS,Neophron percnopterus,Sub Assembly,P6UL25I,4N72GE1,Complete,56,HT187TM346,Melophus lathami,Sub Assembly,4N72GE1,HH18XM2,Released,69,NO337M6DEL,Acinynox jubatus,Sub Assembly,HH18XM2,5EF7T4E,Closed,60,EL8900S73C,Coluber constrictor,Raw Material,5EF7T4E
UL669134MZ,unavailable,Finished Good,HQLMQTR,HQLMQTR,Closed,71,HI221W99HA,Manouria emys,Sub Assembly,ZEJ1BLM,ZTP3KFY,Closed,44,AN106VMB9Z,Meleagris gallopavo,Sub Assembly,ZTP3KFY,IOTTTJ5,Complete,57,PC136RG01I,Acrobates pygmaeus,Sub Assembly,IOTTTJ5,L1J6OQH,Complete,78,DO758WEJEM,Balearica pavonina,Raw Material,L1J6OQH
IZ767GIG18,Eunectes sp.,Finished Good,4FRE6ZB,4FRE6ZB,Closed,5,TW138D0O1G,Toxostoma curvirostre,Sub Assembly,QI7ASQJ,5ZY6396,Complete,9,FF3610NQ0W,Actophilornis africanus,Sub Assembly,5ZY6396,ZIVFG3K,Complete,59,LN62733J9V,Chelodina longicollis,Sub Assembly,ZIVFG3K,NIXATV8,Unreleased,78,BQ964S5UWR,Bassariscus astutus,Raw Material,NIXATV8
XX842ECD1B,Eumetopias jubatus,Finished Good,CG5RG04,CG5RG04,Released,5,AN397S5RSI,Phalaropus fulicarius,Sub Assembly,IYPBGKJ,4PUNUHU,Complete,71,BS508XXHRD,Spermophilus richardsonii,Sub Assembly,4PUNUHU,RXF86XP,Closed,67,NY68897M4S,Hippotragus niger,Sub Assembly,RXF86XP,GISTO66,Closed,41,EI463O033G,Neotis denhami,Raw Material,GISTO66
MZ441ELE73,Ardea golieth,Finished Good,T2PXLLE,T2PXLLE,Complete,51,QV741IG248,Haliaetus vocifer,Sub Assembly,RBVUSAY,U3VR6LE,Closed,19,EU290A8ENU,Ovis ammon,Sub Assembly,U3VR6LE,G9EDV6K,Complete,8,OW0918ZKFP,Cyrtodactylus louisiadensis,Sub Assembly,G9EDV6K,7G3X5B7,Unreleased,77,GA5824WNKK,Prionace glauca,Raw Material,7G3X5B7
VG5951YMIZ,Phalacrocorax carbo,Finished Good,PGRN66Z,PGRN66Z,Unreleased,74,IN009KUD12,Francolinus swainsonii,Sub Assembly,EOJMANM,U4GTUEA,Unreleased,72,ES187TFWQ2,Tursiops truncatus,Sub Assembly,U4GTUEA,S9HVGXP,Released,19,BW916GA7P8,Paraxerus cepapi,Sub Assembly,S9HVGXP,R4P85VL,Released,42,RZ1151QRUF,Conolophus subcristatus,Raw Material,R4P85VL
UL669134MZ,unavailable,Finished Good,YEQ7BP9,YEQ7BP9,Complete,25,GV32235T5I,Helogale undulata,Sub Assembly,QTXT0EQ,M4AM97L,Closed,70,JZ187GWLN4,Terrapene carolina,Sub Assembly,M4AM97L,8639YC3,Complete,13,DG117M7VGH,Felis concolor,Sub Assembly,8639YC3,CYTG0B3,Closed,25,CB387QZ8MT,Ninox superciliaris,Raw Material,CYTG0B3
IZ767GIG18,Eunectes sp.,Finished Good,7MWQKQL,7MWQKQL,Closed,65,UJ1902SZ74,Sula nebouxii,Sub Assembly,TI0YG0S,6J27TSN,Unreleased,56,JW592Q3SL6,Capreolus capreolus,Sub Assembly,6J27TSN,3CDP7UT,Complete,65,XA4282IZJI,Ardea golieth,Sub Assembly,3CDP7UT,2BAFKZ7,Unreleased,52,DD70910565,Ursus arctos,Raw Material,2BAFKZ7
XX842ECD1B,Eumetopias jubatus,Finished Good,D15ANEO,D15ANEO,Complete,51,AT0971JPEB,Ramphastos tucanus,Sub Assembly,ZNSC7CP,39GY6HE,Complete,64,FH43868JVJ,Phasianus colchicus,Sub Assembly,39GY6HE,06OUFGB,Released,37,GM300MOOBK,Phacochoerus aethiopus,Sub Assembly,06OUFGB,1ZI8GXF,Unreleased,2,QU508MKIZJ,Bos mutus,Raw Material,1ZI8GXF
MZ441ELE73,Ardea golieth,Finished Good,EOODVKO,EOODVKO,Unreleased,4,ZO213ADVAL,Eubalaena australis,Sub Assembly,686CI6M,29NFIRL,Closed,77,SU2488GBJT,Ursus arctos,Sub Assembly,29NFIRL,BHRICY1,Complete,54,TU742ZI5X9,Marmota flaviventris,Sub Assembly,BHRICY1,O1FTM22,Closed,20,TJ9003SJLU,Merops bullockoides,Raw Material,O1FTM22
ItemNumber,ItemDescription,Finished Good,D8DLDXR,D8DLDXR,Released,55,FU119WGN5I,Cynictis penicillata,Sub Assembly,0MIDDS8,JZW5L5M,Complete,50,ML469SF2K2,Halcyon smyrnesis,Sub Assembly,JZW5L5M,LJCF433,Closed,69,QM499YIS2Z,Sarcorhamphus papa,Sub Assembly,LJCF433,9ZQGO1Q,Unreleased,56,AH064ATI66,Gymnorhina tibicen,Raw Material,9ZQGO1Q
UL669134MZ,unavailable,Finished Good,HLGTMOF,HLGTMOF,Released,2,GN1077TGK9,Boa constrictor mexicana,Sub Assembly,9ST80IY,1HPG7CF,Complete,3,PL3630RQA1,Tachybaptus ruficollis,Sub Assembly,1HPG7CF,VGG1NMK,Released,57,HH003HH20Q,Coluber constrictor,Sub Assembly,VGG1NMK,NPSFG3U,Complete,70,QI205Y2XDK,Camelus dromedarius,Raw Material,NPSFG3U
IZ767GIG18,Eunectes sp.,Finished Good,GYHGIYE,GYHGIYE,Released,75,NL479YC3PM,Macropus agilis,Sub Assembly,IXE7OQS,26CS7YB,Released,23,GK022DF4QW,Lasiodora parahybana,Sub Assembly,26CS7YB,5JWB2KW,Complete,13,AY716PAQUF,Tragelaphus angasi,Sub Assembly,5JWB2KW,EV4UYNY,Closed,88,OJ387RLUVO,Oryx gazella callotis,Raw Material,EV4UYNY
XX842ECD1B,Eumetopias jubatus,Finished Good,ELVJQ9P,ELVJQ9P,Complete,13,IX83928QKZ,Genetta genetta,Sub Assembly,63ZQXBU,AMG6DYZ,Released,56,TT307O6LI0,Certotrichas paena,Sub Assembly,AMG6DYZ,CUFTTU6,Closed,84,HI3761FZQK,Trichosurus vulpecula,Sub Assembly,CUFTTU6,W4HKMV1,Closed,42,IO303YJ329,Anhinga rufa,Raw Material,W4HKMV1
MZ441ELE73,Ardea golieth,Finished Good,TS957J0,TS957J0,Closed,78,MU581HY914,Cereopsis novaehollandiae,Sub Assembly,C6KZDTB,66QAF3F,Closed,96,CO124ZSD0O,Spilogale gracilis,Sub Assembly,66QAF3F,4PWVA1H,Released,47,MS833OCH3X,Ephipplorhynchus senegalensis,Sub Assembly,4PWVA1H,2JAL5QK,Unreleased,6,YP648U9R0J,Climacteris melanura,Raw Material,2JAL5QK
VG5951YMIZ,Phalacrocorax carbo,Finished Good,JIUWQMR,JIUWQMR,Unreleased,64,ZT17074KDS,Neophron percnopterus,Sub Assembly,LTKXU9M,NF1TBO4,Complete,23,FC438KLT2J,Pterocles gutturalis,Sub Assembly,NF1TBO4,AMCQOXS,Released,56,JW707OFWLP,Bassariscus astutus,Sub Assembly,AMCQOXS,OAF6X8A,Released,53,KP386FEVN5,Dasyprocta leporina,Raw Material,OAF6X8A
UL669134MZ,unavailable,Finished Good,SOOSTY3,SOOSTY3,Released,91,HI221W99HA,Manouria emys,Sub Assembly,UUZRA9N,BALUPNH,Released,12,HP871D4F83,Callipepla gambelii,Sub Assembly,BALUPNH,GSLXCE1,Closed,31,DQ958PRZ6A,Odocoileus hemionus,Sub Assembly,GSLXCE1,4YMXXSU,Complete,28,KA594ASP0X,Tetracerus quadricornis,Raw Material,4YMXXSU
IZ767GIG18,Eunectes sp.,Finished Good,Z8ABS9C,Z8ABS9C,Closed,99,TW138D0O1G,Toxostoma curvirostre,Sub Assembly,VDX0SY6,D1YDTHA,Released,1,ZD552B4JBM,Coluber constrictor foxii,Sub Assembly,D1YDTHA,HU7B1C1,Unreleased,23,JM823IX0MZ,Ploceus intermedius,Sub Assembly,HU7B1C1,Z44V2QW,Unreleased,61,JH869Q8KTZ,Canis dingo,Raw Material,Z44V2QW
XX842ECD1B,Eumetopias jubatus,Finished Good,E6X10SH,E6X10SH,Closed,36,AN397S5RSI,Phalaropus fulicarius,Sub Assembly,BK87UQF,NUSC90O,Released,94,OJ2250C54Q,Dromaeus novaehollandiae,Sub Assembly,NUSC90O,XI1QTKE,Released,94,TD103R0KAU,Notechis semmiannulatus,Sub Assembly,XI1QTKE,33PP1D3,Complete,50,IM353PKCWU,Cracticus nigroagularis,Raw Material,33PP1D3
MZ441ELE73,Ardea golieth,Finished Good,DXYACM4,DXYACM4,Unreleased,54,QV741IG248,Haliaetus vocifer,Sub Assembly,PTQW50W,XMQ3NYH,Released,79,OI8633SWUT,Coendou prehensilis,Sub Assembly,XMQ3NYH,LX3NBM2,Released,30,SW8825VFOO,Butorides striatus,Sub Assembly,LX3NBM2,K9039QY,Released,57,DL7762WU2J,Phoenicopterus chilensis,Raw Material,K9039QY
VG5951YMIZ,Phalacrocorax carbo,Finished Good,4UQ52GO,4UQ52GO,Released,20,IN009KUD12,Francolinus swainsonii,Sub Assembly,J7KFFAN,KXSZGOU,Released,67,DT520ZOXYB,Macropus eugenii,Sub Assembly,KXSZGOU,GJVHRRT,Unreleased,76,DY819J4N02,Limnocorax flavirostra,Sub Assembly,GJVHRRT,J5LLECQ,Closed,87,BM9260GE9D,Ovis dalli stonei,Raw Material,J5LLECQ
UL669134MZ,unavailable,Finished Good,P6UT0D1,P6UT0D1,Released,79,GV32235T5I,Helogale undulata,Sub Assembly,OL6LQ28,L59B6V9,Released,26,RG598ASDO7,Trachyphonus vaillantii,Sub Assembly,L59B6V9,IQQPCY9,Complete,6,GQ026Q0UJU,Panthera leo persica,Sub Assembly,IQQPCY9,7EV3GJ4,Unreleased,65,VU294KZQM3,Anathana ellioti,Raw Material,7EV3GJ4
IZ767GIG18,Eunectes sp.,Finished Good,HH18XM2,HH18XM2,Released,69,UJ1902SZ74,Sula nebouxii,Sub Assembly,5EF7T4E,V4F4CG2,Complete,54,DH031YQ31Y,Junonia genoveua,Sub Assembly,V4F4CG2,M6FCY6S,Released,77,XO226L7SPT,Acrobates pygmaeus,Sub Assembly,M6FCY6S,YN2LP8G,Complete,96,AG398GWHY2,Anas bahamensis,Raw Material,YN2LP8G
XX842ECD1B,Eumetopias jubatus,Finished Good,IOTTTJ5,IOTTTJ5,Released,90,AT0971JPEB,Ramphastos tucanus,Sub Assembly,L1J6OQH,D9W85YN,Released,18,XW73487FO8,Bubo virginianus,Sub Assembly,D9W85YN,DT2538O,Complete,65,ZR2952M3EF,Centrocercus urophasianus,Sub Assembly,DT2538O,YG8GZ4X,Complete,47,QD806P4B5D,Toxostoma curvirostre,Raw Material,YG8GZ4X
MZ441ELE73,Ardea golieth,Finished Good,ZIVFG3K,ZIVFG3K,Complete,45,ZO213ADVAL,Eubalaena australis,Sub Assembly,NIXATV8,4E0JBBG,Released,8,WR515MRIQX,Fregata magnificans,Sub Assembly,4E0JBBG,OAF643V,Complete,98,MU91389WAA,Nyctanassa violacea,Sub Assembly,OAF643V,R721OY0,Closed,63,TD129W2AQJ,Colobus guerza,Raw Material,R721OY0
ItemNumber,ItemDescription,Finished Good,RXF86XP,RXF86XP,Closed,24,FU119WGN5I,Cynictis penicillata,Sub Assembly,GISTO66,8HO9Y84,Closed,35,DW699P5QVC,Pelecans onocratalus,Sub Assembly,8HO9Y84,82TUKEJ,Unreleased,54,JC602Y6DNV,Terathopius ecaudatus,Sub Assembly,82TUKEJ,91SW0E1,Complete,40,SR542NQW77,Acrantophis madagascariensis,Raw Material,91SW0E1
UL669134MZ,unavailable,Finished Good,G9EDV6K,G9EDV6K,Released,29,GN1077TGK9,Boa constrictor mexicana,Sub Assembly,7G3X5B7,3DN8NWR,Unreleased,20,AJ650FB45L,Alcelaphus buselaphus caama,Sub Assembly,3DN8NWR,MVZQGPX,Released,7,PI973JI7N2,Dicrostonyx groenlandicus,Sub Assembly,MVZQGPX,U5DD9WQ,Closed,57,JI321DSQ1B,Taurotagus oryx,Raw Material,U5DD9WQ
IZ767GIG18,Eunectes sp.,Finished Good,S9HVGXP,S9HVGXP,Complete,77,NL479YC3PM,Macropus agilis,Sub Assembly,R4P85VL,3EGAC49,Released,4,TR723MA1YJ,Platalea leucordia,Sub Assembly,3EGAC49,K4XGO8R,Complete,28,TY961I7KT0,Cordylus giganteus,Sub Assembly,K4XGO8R,QIZNGJS,Complete,39,CO631TAWCJ,Corvus brachyrhynchos,Raw Material,QIZNGJS
XX842ECD1B,Eumetopias jubatus,Finished Good,8639YC3,8639YC3,Complete,91,IX83928QKZ,Genetta genetta,Sub Assembly,CYTG0B3,XTEDSDK,Released,2,GM908GVWQ5,Choloepus hoffmani,Sub Assembly,XTEDSDK,G7L63RX,Unreleased,60,ZR753IZGAQ,Ovis dalli stonei,Sub Assembly,G7L63RX,8KSZC3H,Closed,79,EE77441WW9,Psittacula krameri,Raw Material,8KSZC3H
MZ441ELE73,Ardea golieth,Finished Good,3CDP7UT,3CDP7UT,Released,2,MU581HY914,Cereopsis novaehollandiae,Sub Assembly,2BAFKZ7,4N1U4T7,Released,43,WM417NWVWW,Vombatus ursinus,Sub Assembly,4N1U4T7,DB0CM6Q,Complete,64,GT996UH6O3,Streptopelia senegalensis,Sub Assembly,DB0CM6Q,EQDF3MW,Closed,82,KN433WXIZF,Pelecanus occidentalis,Raw Material,EQDF3MW
VG5951YMIZ,Phalacrocorax carbo,Finished Good,06OUFGB,06OUFGB,Closed,68,ZT17074KDS,Neophron percnopterus,Sub Assembly,1ZI8GXF,109FY7X,Released,17,YQ530V4QMY,Terrapene carolina,Sub Assembly,109FY7X,M45Q5UJ,Released,72,HX211RTZ1N,Merops nubicus,Sub Assembly,M45Q5UJ,GXHEHCD,Closed,0,YI046LK3CB,Herpestes javanicus,Raw Material,GXHEHCD
UL669134MZ,unavailable,Finished Good,BHRICY1,BHRICY1,Complete,64,HI221W99HA,Manouria emys,Sub Assembly,O1FTM22,LTAJ1HB,Closed,62,MG684CDYQL,Papio ursinus,Sub Assembly,LTAJ1HB,5Y6BEWO,Closed,84,LP825S8YPF,Agama sp.,Sub Assembly,5Y6BEWO,XMDWIKH,Released,62,FV097D7UPD,Pseudocheirus peregrinus,Raw Material,XMDWIKH
IZ767GIG18,Eunectes sp.,Finished Good,LJCF433,LJCF433,Unreleased,43,TW138D0O1G,Toxostoma curvirostre,Sub Assembly,9ZQGO1Q,UT7YEMZ,Complete,6,SD943E74A0,Castor canadensis,Sub Assembly,UT7YEMZ,0F1CRDC,Complete,9,QF725RP85F,Globicephala melas,Sub Assembly,0F1CRDC,S7RR3EX,Complete,61,TA0060LOFN,Cercopithecus aethiops,Raw Material,S7RR3EX
XX842ECD1B,Eumetopias jubatus,Finished Good,VGG1NMK,VGG1NMK,Unreleased,29,AN397S5RSI,Phalaropus fulicarius,Sub Assembly,NPSFG3U,DE20OX0,Closed,29,QX118174TB,Dusicyon thous,Sub Assembly,DE20OX0,0IB13PB,Closed,67,AJ872NTCY9,Chlamydosaurus kingii,Sub Assembly,0IB13PB,J01ZVTR,Released,22,CX033SBXV0,Macaca mulatta,Raw Material,J01ZVTR
MZ441ELE73,Ardea golieth,Finished Good,5JWB2KW,5JWB2KW,Complete,48,QV741IG248,Haliaetus vocifer,Sub Assembly,EV4UYNY,22D7HTO,Closed,55,FI450JPZCV,Macropus eugenii,Sub Assembly,22D7HTO,Z1OXWZ0,Closed,62,RT503J7TTC,Melursus ursinus,Sub Assembly,Z1OXWZ0,W1PNBDL,Unreleased,23,BL075Y0P1Q,Bubo virginianus,Raw Material,W1PNBDL
VG5951YMIZ,Phalacrocorax carbo,Finished Good,CUFTTU6,CUFTTU6,Complete,40,IN009KUD12,Francolinus swainsonii,Sub Assembly,W4HKMV1,23VESH0,Closed,10,HE967K2P62,Felis wiedi or Leopardus weidi,Sub Assembly,23VESH0,N1W6GEY,Closed,47,YO113PZZXJ,Ciconia episcopus,Sub Assembly,N1W6GEY,KHAXZG3,Closed,75,BC4999MZFQ,Pseudalopex gymnocercus,Raw Material,KHAXZG3
UL669134MZ,unavailable,Finished Good,4PWVA1H,4PWVA1H,Unreleased,61,GV32235T5I,Helogale undulata,Sub Assembly,2JAL5QK,DBHQS5L,Released,47,UC95605J9C,Macropus robustus,Sub Assembly,DBHQS5L,FCVD5I7,Unreleased,8,SV498JNP9L,Vombatus ursinus,Sub Assembly,FCVD5I7,RENE586,Closed,18,XQ516BVGGF,Bubalus arnee,Raw Material,RENE586
IZ767GIG18,Eunectes sp.,Finished Good,AMCQOXS,AMCQOXS,Unreleased,81,UJ1902SZ74,Sula nebouxii,Sub Assembly,OAF6X8A,AD8DAN7,Closed,36,JU321C82FC,Pycnonotus barbatus,Sub Assembly,AD8DAN7,PNNBP3L,Complete,51,NE275JOINQ,Naja sp.,Sub Assembly,PNNBP3L,YCB94KU,Complete,29,KR962A32VM,Anastomus oscitans,Raw Material,YCB94KU
XX842ECD1B,Eumetopias jubatus,Finished Good,GSLXCE1,GSLXCE1,Released,46,AT0971JPEB,Ramphastos tucanus,Sub Assembly,4YMXXSU,8IV8ZQC,Closed,4,ET674G0JJH,Casmerodius albus,Sub Assembly,8IV8ZQC,DNPSSQW,Closed,69,JB326U2NS5,Calyptorhynchus magnificus,Sub Assembly,DNPSSQW,I80RF6T,Released,90,JC744QB50M,Manouria emys,Raw Material,I80RF6T
MZ441ELE73,Ardea golieth,Finished Good,HU7B1C1,HU7B1C1,Released,49,ZO213ADVAL,Eubalaena australis,Sub Assembly,Z44V2QW,CFBRCA7,Unreleased,75,QW9998X5WK,Myotis lucifugus,Sub Assembly,CFBRCA7,0DCVJ10,Closed,52,PC749PGY7S,Varanus salvator,Sub Assembly,0DCVJ10,WLI8EQ1,Unreleased,26,CZ7160S0T6,Marmota caligata,Raw Material,WLI8EQ1
ItemNumber,ItemDescription,Finished Good,XI1QTKE,XI1QTKE,Complete,77,FU119WGN5I,Cynictis penicillata,Sub Assembly,33PP1D3,GKDZNVV,Closed,88,TK143QJ0LV,Trachyphonus vaillantii,Sub Assembly,GKDZNVV,RQMXL01,Released,84,BC766JEI7N,Nasua nasua,Sub Assembly,RQMXL01,840ITUS,Unreleased,6,ZV253TKUQL,Carduelis uropygialis,Raw Material,840ITUS
UL669134MZ,unavailable,Finished Good,LX3NBM2,LX3NBM2,Unreleased,70,GN1077TGK9,Boa constrictor mexicana,Sub Assembly,K9039QY,DJ7RAX9,Closed,52,UA700ZHN5F,Buteo regalis,Sub Assembly,DJ7RAX9,0IW857T,Released,13,ID789KWZ0Y,Anthropoides paradisea,Sub Assembly,0IW857T,2O6PXOR,Closed,18,YN3128951O,Acanthaster planci,Raw Material,2O6PXOR
IZ767GIG18,Eunectes sp.,Finished Good,GJVHRRT,GJVHRRT,Unreleased,85,NL479YC3PM,Macropus agilis,Sub Assembly,J5LLECQ,NQAD66H,Closed,87,TR202OHRJ8,Zosterops pallidus,Sub Assembly,NQAD66H,S8AGPHQ,Released,72,HW991WJL7F,Phasianus colchicus,Sub Assembly,S8AGPHQ,IMOKK21,Unreleased,9,BF814IPBD4,Plocepasser mahali,Raw Material,IMOKK21
XX842ECD1B,Eumetopias jubatus,Finished Good,IQQPCY9,IQQPCY9,Released,17,IX83928QKZ,Genetta genetta,Sub Assembly,7EV3GJ4,DGB2TY4,Released,20,RY8076ADQX,Laniarius ferrugineus,Sub Assembly,DGB2TY4,3SQ2S40,Closed,20,DN461YHLB3,Myotis lucifugus,Sub Assembly,3SQ2S40,5IOYPXB,Released,47,IM673O8GCG,Centrocercus urophasianus,Raw Material,5IOYPXB
